Start Time, 2026-04-19 00:00:00
End Time, 2026-04-25 23:59:59
AdGroup ID,AdGroup Name,Campaign ID,Campaign Name,Query,Views,Clicks,Average CPC,Click Through Rate in %, Direct Units Sold,Indirect Units Sold,Direct Conversion Rate in %,Indirect Conversion Rate in %,Direct Revenue,Indirect Revenue,ROI,SUM(cost)
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,new born baby boy langot,31,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,new born baby langot set cotton combo,31,3,1.4300,9.6774,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4.2900
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,baby langota,31,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,dry feel nappy,30,1,1.4300,3.3333,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,baby girl langoti,29,1,1.4300,3.4483,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,lagoti baby boy,29,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,white cloth for new born baby,29,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,baby cotton nappy,29,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,cotton langoti for baby,29,1,1.4300,3.4483,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,langot for baby girl,29,2,1.4300,6.8966,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,2.8600
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,cotton nappies for baby,28,1,1.4300,3.5714,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,cotton padded langot,28,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,pure cotton langot for baby,28,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,Cloth diaper,28,1,1.4300,3.5714,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,Newborn cloth,28,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,cotton langot,28,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,0 size baby langot,27,1,1.4300,3.7037,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,baby lagot,27,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,big size langot,27,2,1.4300,7.4074,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,2.8600
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,nappy for boys,26,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,super bottom baby langot diaper,25,1,1.4300,4.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,Baby langots,25,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,cloth langot,25,1,1.4300,4.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,new born baby langoti,25,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,baby langoti cotton waterproof nappy,25,1,1.4300,4.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
